ID,Gender,Age,Ethnicity,Education,Country,CountryPP,EstimatedIncome,NScore,EScore,OScore,AScore,CScore,Impulsivity,SensationSeeking,Alcohol,Amphet,Amyl,Benzos,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1045,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,45,37,36,48,37,1,4,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1046,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,43,48,55,49,35,7,9,CL6,CL3,CL0,CL0,CL6,CL5,CL6,CL3,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL6,CL0,CL0
1047,F,Ag2,WH,Ed8,United States of America,58669,2852,49,48,57,26,32,7,9,CL5,CL0,CL0,CL5,CL6,CL3,CL4,CL5,CL0,CL1,CL3,CL1,CL4,CL1,CL5,CL0,CL0,CL0,CL1
1048,M,Ag1,WH,Ed5,United States of America,58669,1678,48,31,49,43,44,1,1,CL5,CL3,CL0,CL4,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL3,CL0,CL3,CL0,CL1
1049,M,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,23,55,49,38,46,6,10,CL6,CL0,CL0,CL3,CL6,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1050,M,Ag1,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,25,44,46,45,38,3,4,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1051,F,Ag1,WH,Ed5,United States of America,58669,1678,46,43,55,53,37,6,8,CL5,CL3,CL0,CL3,CL6,CL5,CL4,CL3,CL0,CL5,CL0,CL3,CL2,CL3,CL0,CL3,CL5,CL0,CL3
1053,M,Ag1,WH,Ed5,United States of America,58669,1678,29,37,39,41,40,3,5,CL5,CL0,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL2
1054,M,Ag1,WH,Ed4,Canada,46059,1288.081665,48,36,35,30,26,7,10,CL6,CL5,CL0,CL4,CL5,CL5,CL5,CL6,CL0,CL4,CL5,CL0,CL4,CL3,CL5,CL3,CL6,CL0,CL0
1055,F,Ag1,WH,Ed5,United States of America,58669,1678,40,36,49,41,39,3,5,CL5,CL0,CL0,CL2,CL4,CL6,CL4,CL2,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL3,CL3,CL0,CL0
1056,M,Ag2,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,28,48,56,39,46,4,7,CL6,CL2,CL2,CL4,CL5,CL4,CL5,CL2,CL0,CL4,CL0,CL4,CL3,CL6,CL0,CL3,CL6,CL0,CL6
1057,F,Ag2,WH,Ed5,United States of America,58669,2852,38,39,51,47,51,1,2,CL4,CL2,CL2,CL3,CL5,CL5,CL4,CL2,CL2,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL1
1058,F,Ag3,WH,Ed4,United States of America,58669,3492,39,31,38,31,31,4,7,CL4,CL5,CL0,CL3,CL5,CL4,CL5,CL2,CL0,CL0,CL0,CL0,CL6,CL1,CL2,CL1,CL3,CL0,CL1
1059,M,Ag1,WH,Ed7,United States of America,58669,1678,43,32,37,40,39,5,7,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0
1060,M,Ag1,WH,Ed5,United States of America,58669,1678,30,39,51,49,40,2,7,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL5,CL3,CL0,CL3,CL0,CL0
1062,F,Ag1,OT,Ed4,United States of America,58669,1678,33,44,36,44,47,7,6,CL2,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1063,F,Ag1,BA,Ed7,United States of America,58669,1678,48,52,56,42,38,7,9,CL5,CL0,CL0,CL3,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0
1064,M,Ag2,WH,Ed5,United States of America,58669,2852,21,39,52,33,45,3,6,CL5,CL2,CL0,CL2,CL4,CL6,CL5,CL2,CL2,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,CL2
1066,M,Ag1,WH,Ed5,United States of America,58669,1678,13,43,54,50,33,6,8,CL4,CL0,CL0,CL0,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL5,CL0,CL0
1067,F,Ag3,WH,Ed3,Canada,46059,4566.8349609,48,35,50,45,52,1,1,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1068,M,Ag3,WH,Ed7,Canada,46059,4566.8349609,30,35,29,41,40,0,2,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1069,M,Ag1,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,21,46,46,43,35,6,6,CL6,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1070,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,27,40,53,55,54,1,5,CL6,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1072,M,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,40,40,48,39,43,6,6,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0
1073,M,Ag1,WH,Ed5,Ireland,46905,1574.5527344,31,37,53,44,31,3,8,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL2
1074,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,51,29,45,45,39,2,1,CL2,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1075,F,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,29,42,46,41,51,1,1,CL5,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1076,M,Ag3,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,39,35,43,40,41,4,8,CL6,CL0,CL1,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1077,M,Ag1,WH,Ed3,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,27,36,51,51,40,2,5,CL3,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0
1078,F,Ag3,WH,Ed6,Canada,46059,4566.8349609,40,40,39,44,41,1,2,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1079,F,Ag2,WH,Ed7,United States of America,58669,2852,53,26,57,37,44,4,10,CL3,CL1,CL1,CL2,CL6,CL3,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
1080,M,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,22,46,44,40,44,3,1,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1081,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,41,30,36,44,33,1,2,CL4,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1082,F,Ag2,OT,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,39,51,45,45,46,5,8,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1083,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,25,50,48,50,50,3,5,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1084,M,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,33,43,44,45,38,3,5,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL3,CL0,CL0
1085,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,42,47,40,40,32,2,3,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1086,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,35,39,49,45,45,1,5,CL5,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL1
1087,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,33,43,52,42,53,5,7,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1088,M,Ag3,WH,Ed6,Canada,46059,4566.8349609,34,39,50,46,46,2,7,CL6,CL2,CL0,CL2,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL1,CL0,CL0
1090,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,41,43,46,41,44,4,4,CL6,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1091,F,Ag2,WH,Ed8,United States of America,58669,2852,31,39,48,47,48,4,3,CL6,CL6,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0
1092,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,26,49,47,50,40,1,8,CL6,CL2,CL5,CL0,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL1
1093,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,42,49,45,57,38,7,7,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1094,F,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,44,38,50,43,4,4,CL4,CL3,CL0,CL5,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL0
1095,M,Ag1,WH,Ed7,Australia,49901,2483.6679688,21,34,42,35,32,4,8,CL3,CL4,CL6,CL0,CL6,CL3,CL4,CL4,CL0,CL4,CL0,CL0,CL4,CL4,CL0,CL3,CL0,CL0,CL4
1096,F,Ag2,WH,Ed7,Australia,49901,4894.1289062,23,51,40,39,46,6,7,CL6,CL2,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
1097,M,Ag3,AS,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,31,46,47,43,48,6,5,CL5,CL0,CL0,CL2,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1098,M,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,47,32,40,43,43,3,0,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1099,M,Ag1,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,30,35,56,54,33,3,4,CL5,CL2,CL3,CL3,CL5,CL5,CL4,CL0,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1100,M,Ag2,WH,Ed5,United States of America,58669,2852,27,40,51,44,37,6,6,CL3,CL2,CL0,CL4,CL6,CL6,CL6,CL2,CL2,CL3,CL2,CL2,CL3,CL2,CL6,CL3,CL6,CL0,CL5
1101,F,Ag1,WH,Ed5,United States of America,58669,1678,36,37,46,37,37,1,5,CL4,CL0,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
1102,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,24,48,48,46,46,3,7,CL5,CL2,CL2,CL0,CL5,CL5,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0
1104,F,Ag1,WH,Ed7,United States of America,58669,1678,39,39,42,41,50,2,4,CL5,CL0,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL2,CL2,CL4,CL0,CL2,CL3,CL0,CL0
1106,F,Ag1,WH,Ed4,United States of America,58669,1678,26,42,57,37,28,4,8,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1108,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,34,38,43,56,52,1,6,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1110,M,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,47,47,53,42,38,8,10,CL5,CL4,CL2,CL3,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL2,CL4,CL0,CL0
1111,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,27,51,55,51,40,4,7,CL6,CL5,CL3,CL5,CL6,CL5,CL5,CL5,CL0,CL5,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1112,M,Ag4,WH,Ed5,United States of America,58669,3508,57,29,33,44,29,6,4,CL5,CL3,CL1,CL6,CL6,CL1,CL5,CL3,CL0,CL1,CL1,CL2,CL0,CL1,CL3,CL2,CL1,CL0,CL1
1113,F,Ag1,WH,Ed5,United States of America,58669,1678,38,39,44,56,51,1,2,CL5,CL0,CL0,CL6,CL6,CL3,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL5,CL0,CL0,CL0
1114,M,Ag4,WH,Ed9,United States of America,58669,3508,40,37,50,45,32,7,6,CL6,CL6,CL0,CL2,CL6,CL3,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL3,CL3,CL2,CL2,CL0,CL0
1115,M,Ag1,WH,Ed4,United States of America,58669,1678,27,31,41,36,46,2,4,CL5,CL0,CL4,CL3,CL6,CL6,CL6,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL3,CL4,CL6,CL0,CL2
1116,M,Ag1,WH,Ed5,United States of America,58669,1678,12,43,46,51,54,3,8,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL3,CL3,CL3,CL5,CL0,CL0
1117,M,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,41,36,49,26,40,6,5,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL0,CL3,CL0,CL0,CL1,CL0,CL3,CL1,CL0,CL0
1118,M,Ag1,OT,Ed5,United States of America,58669,1678,45,40,54,42,31,7,7,CL5,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL4,CL0,CL4,CL6,CL0,CL0
1119,M,Ag1,WH,Ed5,United States of America,58669,1678,51,31,45,37,37,2,5,CL6,CL4,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL0
1120,F,Ag2,WH,Ed7,United States of America,58669,2852,21,55,60,50,40,5,10,CL6,CL6,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL0,CL4,CL5,CL5,CL6,CL0,CL4
1121,M,Ag1,WH,Ed5,United States of America,58669,1678,46,37,46,31,34,6,8,CL4,CL5,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL0,CL0
1122,M,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,26,48,49,46,47,4,5,CL5,CL2,CL2,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL2,CL0,CL0,CL0,CL2,CL0,CL0
1123,M,Ag2,WH,Ed5,United States of America,58669,2852,32,21,37,38,40,4,8,CL2,CL5,CL0,CL3,CL6,CL2,CL4,CL2,CL0,CL0,CL3,CL2,CL2,CL2,CL6,CL2,CL1,CL0,CL0
1124,M,Ag1,WH,Ed2,Canada,46059,1288.081665,35,26,56,43,39,2,4,CL3,CL2,CL0,CL2,CL6,CL3,CL4,CL3,CL2,CL2,CL0,CL2,CL2,CL2,CL4,CL2,CL6,CL0,CL0
1125,M,Ag2,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,43,33,38,43,32,5,4,CL6,CL6,CL2,CL3,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL4,CL6,CL0,CL0,CL2,CL6,CL0,CL0
1126,M,Ag2,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,26,40,29,46,42,7,6,CL6,CL2,CL2,CL5,CL4,CL6,CL6,CL3,CL3,CL3,CL0,CL4,CL6,CL2,CL0,CL2,CL6,CL0,CL3
1127,M,Ag2,WH,Ed6,United States of America,58669,2852,49,30,43,42,24,3,5,CL4,CL4,CL2,CL5,CL6,CL5,CL5,CL3,CL0,CL4,CL3,CL0,CL4,CL0,CL2,CL3,CL6,CL0,CL3
1128,M,Ag5,WH,Ed3,United States of America,58669,3644,41,37,42,32,46,3,6,CL3,CL1,CL0,CL4,CL6,CL3,CL3,CL2,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1129,M,Ag1,WH,Ed5,United States of America,58669,1678,49,33,51,45,36,5,9,CL4,CL3,CL0,CL5,CL6,CL6,CL5,CL2,CL2,CL3,CL2,CL0,CL6,CL5,CL3,CL3,CL5,CL0,CL0
1130,M,Ag1,WH,Ed5,United States of America,58669,1678,46,25,41,50,32,6,7,CL5,CL5,CL0,CL3,CL6,CL6,CL5,CL3,CL2,CL3,CL0,CL0,CL2,CL3,CL6,CL2,CL6,CL0,CL2
1133,F,Ag2,WH,Ed6,United States of America,58669,2852,56,45,51,29,28,8,10,CL4,CL0,CL0,CL6,CL6,CL3,CL0,CL4,CL0,CL2,CL5,CL0,CL0,CL2,CL4,CL2,CL6,CL0,CL0
1134,M,Ag2,WH,Ed8,New Zealand,38106,2488.065918,42,35,47,35,40,3,5,CL6,CL2,CL3,CL6,CL6,CL6,CL6,CL3,CL0,CL2,CL2,CL2,CL6,CL2,CL3,CL3,CL3,CL0,CL6
1135,M,Ag3,WH,Ed6,Australia,49901,5762.2753906,24,41,56,50,44,7,8,CL3,CL3,CL0,CL2,CL3,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1136,M,Ag1,WH,Ed8,United States of America,58669,1678,40,48,38,37,38,8,7,CL5,CL5,CL0,CL4,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL6,CL0,CL2
1137,M,Ag1,WH,Ed4,United States of America,58669,1678,49,44,44,34,29,7,9,CL3,CL3,CL0,CL4,CL6,CL6,CL5,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL4
1138,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,35,42,40,43,45,1,3,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1140,M,Ag2,WH,Ed5,United States of America,58669,2852,41,31,49,16,38,8,9,CL6,CL3,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL2,CL2,CL3,CL2,CL2,CL3,CL6,CL0,CL0
1141,F,Ag1,WH,Ed5,United States of America,58669,1678,27,43,47,52,40,3,9,CL6,CL2,CL0,CL5,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL0,CL3,CL0,CL5,CL3,CL5,CL0,CL3
1142,F,Ag2,WH,Ed7,Australia,49901,4894.1289062,51,28,51,36,30,5,9,CL4,CL2,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL2
1143,M,Ag3,WH,Ed6,United States of America,58669,3492,40,31,47,42,46,5,6,CL4,CL1,CL0,CL6,CL6,CL4,CL0,CL3,CL3,CL0,CL2,CL1,CL3,CL1,CL6,CL4,CL6,CL0,CL1
1144,F,Ag1,WH,Ed5,United States of America,58669,1678,54,26,54,52,33,3,9,CL6,CL3,CL0,CL4,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
1145,M,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,38,32,41,41,37,4,3,CL1,CL1,CL1,CL3,CL6,CL1,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1146,M,Ag1,WH,Ed5,Ireland,46905,1574.5527344,51,34,41,35,25,3,6,CL5,CL4,CL2,CL0,CL6,CL4,CL3,CL3,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1147,M,Ag2,WH,Ed8,United States of America,58669,2852,38,35,48,43,34,2,2,CL5,CL6,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL4,CL5,CL4,CL4,CL4,CL3,CL0,CL2
1148,M,Ag2,WH,Ed7,United States of America,58669,2852,14,37,38,33,48,3,6,CL5,CL6,CL5,CL3,CL6,CL2,CL4,CL2,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL2,CL0,CL0,CL0
1149,M,Ag3,WH,Ed6,United States of America,58669,3492,53,33,47,33,32,6,4,CL3,CL3,CL1,CL4,CL6,CL3,CL3,CL1,CL1,CL2,CL0,CL2,CL5,CL3,CL3,CL2,CL6,CL0,CL1
1150,M,Ag1,WH,Ed5,United States of America,58669,1678,37,41,47,39,37,5,10,CL5,CL4,CL2,CL4,CL6,CL6,CL5,CL6,CL3,CL5,CL2,CL3,CL2,CL3,CL3,CL3,CL5,CL0,CL2
1151,F,Ag4,WH,Ed4,Australia,49901,5747.7993164,30,44,44,46,48,2,4,CL1,CL6,CL2,CL6,CL5,CL6,CL5,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL6,CL0,CL0
1152,M,Ag2,WH,Ed5,United States of America,58669,2852,48,37,50,50,45,4,7,CL4,CL6,CL3,CL6,CL6,CL4,CL4,CL2,CL2,CL2,CL2,CL2,CL4,CL2,CL0,CL2,CL5,CL0,CL2
1153,F,Ag3,WH,Ed7,United States of America,58669,3492,52,27,42,41,32,6,3,CL1,CL3,CL0,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL1
1154,F,Ag5,OT,Ed8,United States of America,58669,3644,39,35,41,35,40,5,10,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1156,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,40,41,48,48,38,4,8,CL6,CL2,CL2,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1157,M,Ag1,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,27,51,56,53,38,3,9,CL6,CL2,CL2,CL4,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL3,CL3,CL0,CL0,CL5,CL4,CL0,CL0
1158,F,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,38,39,44,39,45,3,4,CL3,CL2,CL0,CL4,CL3,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL0
1159,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,42,52,57,46,39,7,8,CL4,CL5,CL0,CL0,CL5,CL6,CL5,CL3,CL0,CL6,CL0,CL3,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1160,M,Ag4,WH,Ed6,Ireland,46905,4311.8115234,31,40,44,35,48,2,7,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL3,CL1,CL0,CL1,CL6,CL0,CL1
1161,F,Ag2,WH,Ed7,Canada,46059,3479.4934082,42,39,47,43,33,4,9,CL6,CL2,CL2,CL3,CL4,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL3,CL1,CL0,CL0
1162,M,Ag1,OT,Ed3,United States of America,58669,1678,44,32,36,37,43,5,8,CL5,CL6,CL0,CL0,CL6,CL5,CL4,CL5,CL0,CL4,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1163,M,Ag1,WH,Ed5,United States of America,58669,1678,36,39,56,44,44,5,10,CL5,CL3,CL0,CL3,CL4,CL5,CL4,CL4,CL0,CL2,CL3,CL0,CL3,CL2,CL3,CL2,CL3,CL0,CL0
1164,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,34,33,48,49,54,2,4,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1165,M,Ag2,WH,Ed3,Australia,49901,4894.1289062,32,42,46,44,45,4,6,CL4,CL5,CL4,CL5,CL6,CL2,CL4,CL4,CL0,CL3,CL0,CL0,CL3,CL2,CL0,CL3,CL6,CL0,CL0
